file,has_declaration,declaration_excerpt,availability_section_found,dataset_candidates,time_mentions,sources_mentions,urls,needs_review,error
141_README.pdf,False,,False,"finaldata-forfigures.dta | on public sector | observations and consist  of 112,919 estimations | is used only for Figure3 | is used only for Figure11 | for analysis | Name of the file | by country, merged with GDP per capita and regional identifiers (this is done on Stata and then | on Stata, providing global averages per indicator | and regions on Stata, providing regional averages per indicator | GDP  Per  Capita  2015  USD.xls | WWBIEXCEL.xlsx | CLASS.xlsx | fig3_medicalperpopulation.dta | fig11_wagepremium.dta",2000-2022 | 2000 and 2018 | 2015 | 2000 | 2022 | 2001 | 2018,World Development Indicators | WDI | World Bank,https://data.worldbank.org/indicator/NY.GDP.PCAP.KD?end=2022&start=2001. | https://github.com/worldbank/Worldwidethat | https://datahelpdesk.worldbank.org/knowledgebase/articles/906519-world-bank-country-andlending-groups.,False,
180_README.pdf,False,,True,construction | was constructed using Excel and Stata | was used as the reference dataset in | is XKX | and creating the logarithm of the GDP per capita (Lines 72-76)) | published | country names to gtmi.dta | the WDI data were merged with those of gtmi.dta | merged data were manipulated and saved as dataset1.dta | Others-v13.dta | in the file vdem.dta | vdemdcep.dta | the file vdemdcep.dta was merged with dataset1.dta to create dataset2.dta | in the file p5v2018.xls | in  the  file  polity.xls,2021 and 2022 | 2020 and 2022 | 2022 | 2020 | 2021 | 2018 | 2023,World Development Indicators | WDI | World  Bank | World Bank | statistics verifying | statistics are | statistics will,https://datacatalog.worldbank.org/int/search/dataset/0037889/govtech-dataset. | https://databank.worldbank.org/source/world-development-indicators. | https://v-dem.net/data/the-v-dem | https://www.systemicpeace.org/inscrdata.html. | https://datahub.itu.int/. | https://ucdp.uu.se/downloads/index.html#armedconflict. | https://pubdocs.worldbank.org/en/179011582771134576/FCS-FY20.pdf. | https://databank.worldbank.org/source/worldwide-governance-indicators.,False,
7_README.pdf,False,,False,with 1000 bins per country | Source | for shared prosperity (10th | year | A) and | GlobalDist1000bins_1990-2019.dta | PIP_CountryLineupData_02012023.dta | PIP_CountryPopulation_02012023.dta | PIP_GlobalData_02012023.dta | PIP_RegionalPopulation_02012023.dta | PSPR ShP Final.dta | 4. CLASS.dta | i.   PIP_CountryLineupData_02012023.dta | ii.  PIP_CountryPopulation_02012023.dta | iii. PIP_GlobalData_02012023.dta,1990-2019 | 1977-2020 | 1981-2019 | 2011-2019 | 2023 | 2019 | 1990 | 2017 | 1977 | 2020 | 1981 | 2014 | 2022 | 2011 | 2000,World Bank | PIP | pip | PovcalNet,https://documents.worldbank.org/en/publication/documents-reports/ | https://datacatalog.worldbank.org/int/search/ | https://pip.worldbank.org/shared-prosperity | https://github.com/PovcalNet-Team/Class,False,
19_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to

and permission to use the data used in this manuscript.",True,list | dataset at the household level | dataset at the plot-by-season level | dataset at the plot-by-season-by-crop level | dataset at the plot-by-season level on attrition Yes | dataset at the season level | dataset at the district-by-season level | at the plot-by-season level | All data ﬁles are .rds | landsatdf.rds | areas.rds | distm.rds | h.rds | hbaseline.rds | hpbaseline.rds,,,https://www.openicpsr.org/openicpsr/project/159061 | https://www.openicpsr.org/,True,
119_README.pdf,False,,True,income and imputed tax income,2021,"Ministry

of Finance | Eurostat | eurostat",https://ec.europa.eu/eurostat/web/microdata,False,
147_README.pdf,False,,True,includes | provides  various  indicators  of | This  dataset  contains  our  control  variables  including  GDP  per | scores | 2050.xlsx,2023 | 2024 | 2015 | 2050,World  Bank,https://wbl.worldbank.org/en/wbl | https://www.v-dem.net/data/the-v-dem-dataset/ | https://databank.worldbank.org/source/world-development-indicators | https://assets.pewresearch.org/wp,False,
197_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to
use the data used in this manuscript.",True,used in Tables | and reproduces all Figures and Tables | GenderCovid_reg_dataset.dta | T_Table1.xls | T_TableC1.xls,1979 | 2080,,,False,
302_README.pdf,True,"I certify that the authors of the manuscript have legitimate access to and permission to use the data used in

this manuscript.",True,"ACOILBRENTEU.xlsx | DecarbonizeMENA_repl.do | Figure 7-11 (a+b).xlsx | of the International | To access the data, first create an account and login, then download | was first accessed (in 2021), it has been updated by | was first accessed (in 2021), it has been | prices.xlsx | Subsidies 2010-2023.xlsx | owid-co2-data.xlsx | prices_NEWVALUES.xlsx | HM_Assembled data plus oil prices.xlsx | data plus oil prices_NEWVALUES.xlsx",2010-2023 | 2025 | 2010 | 2023 | 2021 | 2022,World Bank | IMF | imf,https://fred.stlouisfed.org/series/ACOILBRENTEU | https://www.iea.org/data-and-statistics/data | https://github.com/owid/co2-data?tab=readme-ov-file | https://www.worldbank.org/en/topic/climatechange/brief/climate-policy-assessment-tool | https://www.iea.org/topics/fossil | https://www.imf.org/en/Publications/WP/Issues/2023/08/22/IMF-Fossil-Fuel-Subsidies-Data-2023-Update | https://thedocs.worldbank.org/en/doc/1692f2ba2bd6408db82db9eb3894a789-0400072022/original/2022,False,
236_README.pdf,False,,True,"dta | ENOE do | for Latin America and the Caribbean (SEDLAC), ILO, OECD, CONEVAL, among others | Name | National | and do most of the | ENOE explains step by step and provides the do file needed | using the variable | using this link , extracting Consumer price index | and comparison full cross section | for Latin America and the Caribbean (CEDLAS and | ANEL_QUARTER.dta | CPI.xlsx | _factors.dta | pobreza_22.dta",2021 and 2019 | 2022 | 2000 | 2020 | 2018 | 2016 | 2014 | 2008 | 2006 | 2017 | 2021 | 2019 | 2015 | 2010,"World Development Indicators | WDI | Poverty and Inequality Platform | PIP | OECD | World  Bank | World Bank | World
Development Indicators",https://en.www.inegi.or | https://www.inegi.org. | https://data.worldbank. | https://www.coneval.or | https://www.gob.mx/conasami/documentos/tabla-de-salarios-minimos-generales-yprofesionales-por-areas-geograficas,False,
156_README.pdf,False,,True,DOT.xlsx | ATE.xls | HTE_son.xls | HTE_son_test.xls | HTE_wealth.xls | HTE_wealth_test.xls | HTE_labour.xls | HTE_daycare.xls | HTE_daycare_test.xls | HTE_son_nbs_children.xls | HTE_son_wealth.xls | HTE_son_wealth_test.xls | HTE_graph_wealth.xls | Sample description and balance checksTOGO.xlsx | ATE_man.xls,August 2014 | 2024 | 2015 | 2019 | 2018 | 2017 | 2022 | 2020 | 2014,World Bank | World  Bank,http://documents.,False,
273_README.pdf,False,,False,includes | in June 2018 | provides rich sociodemographic information about each physician | in May 2019 | enables the identification of children born between 2013 and 2016 who were exposed to | in July 2020 | in October | of Human Resources in Health | includes detailed | in July 2022 | in May | includes individual | to create the final dataset | base_medico_rural_con_fecha_inicio.dta | base_hospital_cohorte_bebe.dta,"2010 to 2018 | 1998 to 2018 | 2013 and 2016 | 2009 to 2012 | October 2013 | July 2014 | June 2018 | May 2019 | July 2020 | October

2020 | July 2022 | May

2019 | 2024 | 2013 | 2014","Ministry of Health | Department
of Statistics | Department

of

Statistics | statistics

records | Department of Statistics | Ministry

of Health | Ministry of Education | Statistics at",https://www.minsalud.gov.co/Paginas/ | https://www.icfes.gov.co/evaluaciones-icfes/resultados/. | https://microdatos.dane.gov.co/index.php/catalog/DEM-Microdatos. | https://www.minsalud.gov.co/proteccionsocial/Paginas/ | https://www.dane.gov.co | https://www.sispro.gov.co/central-prestadores-de-servicios/Pages/ | https://hecaa.mineducacion.gov.co/consultaspublicas/programas.,False,
278_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the data used
in this manuscript.",True,round | components | liquid | diverse,October 2024 | 2024,,,False,
221_README.pdf,False,,True,includes firm | used for the analysis | _max_spine.csv | orbis_summ_nace.csv | orbis_summ.csv | the .nc data to .csv | spline_Oct10.csv | creating location files such as 1Location_city_merged_Google.csv | 2-Duplicates_Summary.csv | and 3Location_city_merged_Google_no_duplicates_index.csv | index1.csv | index2.csv | and index3.csv | Orbis_dat_mlvl_new.csv | industry_code_m.csv,2001-2019 | 2000-2019 | 2001 | 2019 | 2000,University of Waterloo | World Bank,https://cds.climate.copernicus.eu/datasets/insitu-gridded-observationsglobal-and-regional?tab=download,False,
201_README.pdf,True,"I  certify  that  the  author(s)  of  the  manuscript  have  legitimate  access  to  and

permission to use the data used in this manuscript.",True,"and  a | recording prices | per  billing, | based evaluation of individual ECM care plans | Diagnosis_code_desc.csv | costs_procedures.csv | parquet copies of the raw .csv | This  is  done  to  minimize  re-run  times  as  .parquet | should  contain  .parquet | day_care_2009_2019_10.csv | day_care_2022_23.csv | daycare_2019_2022_append.csv | inpatient_care_2009_2019_10.csv | inpatient_care_2019_2022_append.csv | inpatient_care_2021_2022.csv",June 2021 | March 2023 | Nov  2019 | November 2023 | 2021 | 2023 | 2024 | 2015 | 2009 | 2018 | 2017 | 2019,"World Bank | World
Bank","https://www.tervisekassa.ee/andmeparingud | https://www.riigiteataja.ee/akt/125112011004, | https://www.ravimiregister.ee/Default.aspx?pv=HumRavimid.ATCPuu&ot=C&l=en#C",False,
79_README.pdf,False,,True,for the concentration and matches applicants to their district-is not provided1 | with district identifiers was obtained from Ministry of Education | at the concentration and major level for primary | for analysis from the cleaned | B is calculated | FD Uni eng.xlsx | FD Non uni eng.csv | uni admitted DIST.dta | uni.dta | nonuni.dta | kankor all.dta | uni by concentration.dta | uni by major.dta | Descriptive tabel.xlsx,August 2021 | 2020 | 2021,Ministry of Education | Statistics and | Statistics Books,https://moe.gov.af/,False,
283_README.pdf,False,,False,data/ | cc_datapacks | to create the main data | cc_mea_master.dta | cc_mea_master_finance.dta | lnd_master.dta | cc_budget.dta | satt_targets_dp3.dta | officers_punjab_pak.csv | ranking.dta | anualschoolcensus.dta | census2012.xlsx | census2013.xlsx | census2014.xlsx | census2015.xlsx,2009 and 2018 | 2011 and 2015 | 2011 and 2018 | 2010 to 2016 | 2009 | 2018 | 2019 | 2011 | 2015 | 2022 | 2010 | 2016 | 2013 | 2023,Department of Punjab,https://schools.punjab.gov.pk/,False,
103_README.pdf,False,,True,Employment_SEX_AGE_EDU_NB_A-2023-05-15.csv | of the Summary.xlsx | Summary.xlsx | see WDI_ready.dta | copied and pasted from ReplicationGEGI-Feb2022.xlsx | it uses BL_v3_F.dta | BL_v3_M.dta | BL_v3_MF.dta and list_regions.dta | see WorkingAgePop_SEX_AGE_EDU_NB_A-2023-0515.csv and Employment_SEX_AGE_EDU_NB_A-2023-05-15.csv | ReplicationGEGI-Feb2022.xlsx | WorkingAgePop_SEX_AGE_EDU_NB_A-2023-05-15.csv | list_regions.dta | CLASS.xlsx | WDI_ready.dta | BL_v3_F.dta,May 2023 | December 2023 | 2024 | 2023 | 2022 | 2050,WDI | World Bank | wdi,"https://thedocs.worldbank.org/en/doc/60234feb700533d51a542ef6253a16800050062022/original/ReplicationGEGI-Feb2022.xlsx | https://ilostat.ilo.org/data/ | https://datacatalogfiles.worldbank.org/ddh-published/0037712/DR0090755/CLASS.xlsx | https://databank.worldbank.org/source/world-development-indicators, | https://datatopics.worldbank.org/world-developmentindicators/wdi-archives.html | https://datahelpdesk.worldbank.org/knowledgebase/articles/906519world-bank-country-and-lending-groups. | https://barrolee.github.io/BarroLeeDataSet/BLData/BL_v3_F.dta | https://barrolee.github.io/BarroLeeDataSet/BLData/BL_v3_M.dta | https://barrolee.github.io/BarroLeeDataSet/BLData/BL_v3_MF.dta",False,
364_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and
permission to use the data used in this manuscript.",True,"and SurveyCTO, generated by the research team | are drawn from the above within the code | of Public Servants | Ethiopia WTP study at CSU_attendance_sheet.xlsx | Ethiopia WTP study at CSU_WIDE.csv | Ethiopia WTP study at CSU_WIDE_phone.xlsx | Ethiopia WTP study at CSU_gender.xlsx | Ethiopia CSU Phone Survey_WIDE.csv | Ethiopia CSU Phone Survey_call_order.csv | phone_preloads.dta | Ethiopia WTP study at CSU_reflectiononly.csv | phone_survey_prepped.dta | csu_survey_prepped.dta | ethiopia_CSS_2024_raw_replication.dta | Ethiopia_Civil_Servants_Survey_2016_cleaned_replication.dta","December 2023 | November 2023 | November

2024 | February 2025 | April

2024 | August 2016 | 2023 | 2024 | 2025 | 2016",World Bank,,False,
222_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission
to use the data used in this manuscript.",True,"datasets | and the WASH governance perception | so that higher values imply better outcomes, then | and index sub-components | sub-components | for-age | rando_fulldata.dta | village_list_health_paper.dta | HH_Water_Test_Endline_raw_health_paper.dta | WP_Mapping_Endline_raw_health_paper.dta | Anthro_Endline_raw_health_paper.dta | Leaders_Endline_raw_health_paper.dta | Household_Endline_raw_health_paper.dta | WP_Mapping_Endline_clean_health_paper.dta | Anthro_Endline_clean_health_paper.dta","November 2024 | Nov
2022 | Feb 2023 | 2024 | 2022 | 2023 | 2020 | 2007 | 2010 | 2006 | 2016",Department of the | World Bank,http://www.who.int/childgrowth/publications/en/,False,
365_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the data used in this
manuscript.",True,Macro | Dec-24 | https | Mar2025.dta | M06.xlsx | cks.xlsx | IMF_IFS_2024.xls | at.xlsx | DF_PSS_LAB.xls | OUNTRY.xlsx | tes.xlsx | 10-155265.xlsx | Kuwait_CPI.xlsx | icFinance.xlsx | Saudi_CPI.xlsx,August 2025 | 2025,"IMF | Statistics

International | imf | bis | BIS | World  Development
Indicators",https://www.globalmacrodata.com/da | https://github.com/dkaenzig/oilsuppl | https://drive.google.com/uc?export=d | https://www.dallasfed.org/research/ig | https://data.imf.org/en/news/accessin | https://www.data.gov.bh/explore/?dis | https://www.csb.gov.kw/Pages/Statis | https://data.gov.om/zoangf/nationalaccounts | https://www.data.gov.qa/explore/?dis | https://www.stats.gov.sa/en/823 | https://dp.marsa.gccstat.org/search/ty | https://sdmx.marsa.gccstat.org/Fusio | https://dp.marsa.gccstat.org/dataset/e | https://dp.marsa.gccstat.org/dataset/la | https://data.bis.org/topics/DSS | https://www.cbk.gov.kw/en/statistics | https://data.bis.org/topics/CPI/data?d | https://data.gov.om/search?query=Na | https://www.finance.gov.mv/publicat | https://data.gov.om/OMPBFNC2016/,False,
274_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the data
used in this manuscript.",True,from Chepeliev and Corong (2022) and Chepeliev et al | executed through World | was created in 2024 | Dataset | providing imports of | providing greenhouse gas | providing bilateral trade | providing output of | that provides CO2 | at country level and | at country level as a | EMAG.CSV | EXAG2.CSV and OTAG.CSV | WITS_HS2017_Bilateral_2022.xlsx | gdp.dta,2022 | 2024 | 2017,World Bank | WDI | IMF | imf,https://www.gtap.agecon.purdue.edu/databases/pricing.asp | https://wits.worldbank.org/ | https://databank.worldbank.org/source/world-development-indicators | https://www.imf.org/en/Publications/WEO/weodatabase/2024/October/select-country-group,False,
45_README.pdf,False,,False,ID number,,,,True,
245_README.pdf,False,,True,"Round 2, Kilifi County, Kenya, 2023 | SAMPLE | was administered in Kilifi County, Kenya",December 2026 | 2023 | 2026,,https://magnet.ifpri.info/ | https://www.ifpri.org/publications/datasets/.,False,
188_README.pdf,False,,True,"We use the WEO Database to get nominal public spending, inflation, and GDP | compared to the one we used for | are covered in the paper | and a real public spending index using the nominal | to  build | We  use | used  is  compensation  of  employees  for  the  general  government  as  a | data | data, in order to the | data in nominal terms and the  deflate  by CPI to get  the constant  prices | to  get  Central  Government  (Nacion)  public  sector  staff  (cargos | we built for the first charts to get nominal | Figure | built  by  Carlos  Vegh  and  Guillermo  Vuletin,  (2015) | for all countries in the sample and the series of CIT, PIT, VAT tax","1991-2021 | 1961-2004 | 2004 to 2022 | 1960  to  2004 | September 2015 | June
2023 | August 2023 | September 2024 | April 2023 | January 2023 | April  2023 | December 2022 | March  2024 | March  2023 | 2015",IMF | imf | Ministry of Economy | statistics office | OECD | oecd | Statistics Database,https://www.imf.org/en/Publications/WEO/weodatabase/2024/April/select-country-group | https://data.imf.org/?sk=3c005430-5fdc-4a07-9474-64d64f1fb3dc | https://www.economia.gob.ar/onp/estadisticas/. | https://www.economia.gob.ar/onp/ejecucion/2024#bf | https://dossiglos.fundacionnorteysur.org.ar/ | https://www.indec.gob.ar/indec/web/Nivel4-Tema-3-947 | https://www.economia.gob.ar/dnap/ejecuciones.html. | https://stats.oecd.org/index.aspx?queryid=30197. | https://repositorio.cepal.org/server/api/core/bitstreams/ef2286b9-b700-45e9-ac66e343faa75211/content | https://www.argentina.gob.ar/economia/sechacienda/cgn/cuentainversion | https://www.argentina.gob.ar/economia/ingresospublicos/recaudacion | https://www.economia.gob.ar/datos/ | https://dataFor | https://openknowledge.worldbank.org/handle/10986/29303 | https://www.afip.gob.ar/estudios/anuario-estadisticas-tributarias/ | https://data.imf.org/?sk=2CDDCCB8-0B59-43E9-B6A0-59210D5605D2,False,
122_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use

the data used in this manuscript.",True,downloaded | downloaded from | Survey 2010-2013-2016-2019 | Survey 2010-2013 | used for the analysis | ethiopia | Survey  2010-2013  and  constructs  variables  and  indicators | malawi | nigeria | pooled | Table1.xls | aggregates.  This  do-file  generates  the  dataset  ethiopia.dta | that are saved in the new dataset malawi.dta | saved in the new dataset nigeria.dta | pooled.dta  by  merging  the  three  country  datasets  ethiopia.dta,2020-2023 | 2020-2024 | 2020-2021 | 2010-2013 | 2016-2019 | 2018-2019 | 2019-2020 | 2020 | 2023 | 2024 | 2021 | 2018 | 2019 | 2010 | 2013,World Bank | National Bureau of Statistics | World  Bank,https://microdata.worldbank.org/index.php/catalog/3716 | https://microdata.worldbank.org/index.php/catalog/3766 | https://microdata.worldbank.org/index.php/catalog/3712 | https://microdata.worldbank.org/index.php/catalog/3823 | https://microdata.worldbank.org/index.php/catalog/3819 | https://microdata.worldbank.org/index.php/catalog/2248 | https://microdata.worldbank.org/index.php/catalog/3557 | https://doi.org/10.5281/zenodo.7293838,False,
104_README.pdf,False,,True,3.data\Original\raw | b of Figure 4 was estimated using Euromod statistics to analyze the distribution and breakdown of disposable | Processed file BGR20WBN_childp_Aug9_2023.dta | BGR20_figtables_dec2023r.xlsx | BGR20_sim_Nov07_2023.xlsx,2019-2022 | 2020 | 2021 | 2022 | 2023 | 2019,World  Bank | World Bank | Eurostat | statistics to | eurostat,https://www.nsi.bg/en/content/14843/basic-page/license-use-statistical-information-produced-and-disseminated-national-statisticalinstitute. | https://www.nsi.bg/en/content/3168/households-income-expenditure-and-consumption | https://www.nsi.bg/en/content/8252/social-inclusion-and-living-conditions | https://tulane.app.box.com/folder/162300167474?s=w5frpk5lum6jimodad2wp0dz5fdupp7h | https://ec.europa.eu/eurostat/documents/203647/203704/DOC65.pdf/434b2180-33b30d8c-ed1e-2da912d6a685?t=1655461990699 | http://hdl.handle.net/10986/38117,False,
173_README.pdf,False,,True,"is confidential | Trade | are obtained from the World | Constructed using methodology from Baldwin, Freeman and | and relative CBAM exposure index in scope 1 and 2 | is measured as the mathematical product of two main | results from multiplying the exports of all covered sectors of the | calculates the sum of the total excess embodied carbon | is measured by multiplying the same export share by the difference | in absolute and | by products | is visualized with scope 1 and 2 | is visualized with sum of scope 1 and 2 | in textile | that was constructed by using EORA data and methodology (Baldwin, Freeman",2019 | 2023 | 2022 | 2024,"World
Bank | World Bank | World  Bank | World

Bank",https://wits.worldbank.org/WITS/WITS/Restricted/Login.aspx. | https://data.consilium.europa.eu/doc/document/PE-7-2023-INIT/en/pdf. | https://greenfdc.org/china-belt-and-road-initiative-bri-investment-report-2023-h1/ | https://www.worldbank.org/en/data/interactive/2023/06/15/relative-cbam-exposure-index#3 | https://www.gtap.agecon.purdue.edu/uploads/resources/download/12384.pdf | https://documents1.worldbank.org/curated/en/099936402072438837/pdf/IDU127b390ef1155014bd91aea | https://greenfdc.org/china-belt-and-road-initiative-briinvestment-report-2023-h1/,False,
256_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and per
mission to use the data used in this manuscript.",False,"team then | used to report key features of experiences regarding widowhood within villages | created from audio recordings of the | Benin, 2011 | and includes details on land administration at the village level for the village | form completed for each plot of land | contains summaries from audio records | is required to reproduce Table 1 and Table A | is an excerpt from the original survey conducted between March and April 2011 | conducted between | is required to replicate all tables in the | Benin, 2015 | PRESELECTION.dta | XCOMMUNAUTAIRE.dta | XF.dta",April 2011 | May 2015 | 2011 | 2015 | 2021 | 2025,World Bank,https://doi.org/10.48529/am76-g093,False,
108_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to
use the data used in this manuscript.",True,list | sec_cover.dta | sec1_roster.dta | sec2_education.dta | sec3_labor.dta | sec7_gender.dta | sec8_personality.dta | sec9_assets.dta | open the blue Name.csv | main Stata interface. You can also open the .csv | the outreg2 command exports the results to .xls | open the applicable .xls,2022,"World Bank | University  of
Ghana",,False,
161_README.pdf,False,,True,Variable(s) | Data requires purchase | https | FTTAssumptions.xlsx,2022 | 2012 | 2023 | 2024 | 2020,"World Bank | World
Bank",https://www.iea.org/data-andstatistics/data-tools/levelised-cost-ofelectricity-calculator | https://ourworldindata.org/electricitymix | https://www.iea.org/data-andstatistics/data-product/world-energyoutlook-2022-extended-dataset | https://www.irena.org/Publications/ | https://www.worldbank.org/en/publica,False,
243_README.pdf,False,,True,that is not publicly | SMSUA_DLR_WSF-evolution_v01_tif.zip | code to generate a .csv,1901-2021 | 1901 | 2021 | 2023 | 2020 | 2024 | 2000,World Bank | World Development Indicators | University of East,https://digital.csic.es/handle/10261/288226 | https://africapolis.org/en/data | https://datacatalog.worldbank.org/search/dataset/0060310/Satellite%20Mo | https://human | https://databank.worldbank.org/source/world-development-indicators | https://crudata.uea.ac.uk/cru/data/hrg/cru_ts_4.08/,False,
323_README.pdf,True,"We certify that the author(s) of the manuscript have legitimate access to and permission to use the data used in
this manuscript.",True,village_seed7557.dta | matching_A_B.dta | baseline_dataset.dta | FI_Baseline_Survey_Kanpur_Data.xls | FI_Village_Survey_Dataset.xls | FI_Endline_Survey_Control_Data.xls | was de-identified by the researcher in charge of the field experiment at the time of download from | Baseline dataset | for the baseline survey | covering information on villages | data collection  FI_Baseline_Survey_Kanpur_Data.xlsx | data collection  FI_Endline_Survey_C_Data.xlsx | data collection  FI_Endline_Survey_Control_Data.xlsx | data collection  FI_Endline_Survey_IA_Data.xlsx | data collection  FI_Endline_Survey_IAP_Data.xlsx,2025,,,False,
107_README.pdf,False,,True,"from the UN Comtrade | is publicly accessible, it does not permit republication | is not included in the downloadable package | is organized as follows | and the World Penn | is not included in the | can be downloaded in the previous link | are as follows","December 2021 | December
2021 | 2024 | 2021 | 2017 | 1962 | 2019",WDI | statistics and,"https://stat.unido.org/database/INDSTAT%202%202023,%20ISIC%20Revision% | https://stat.unido.org/database/INDSTAT%204%202023,%20ISIC%20Revision% | https://www.wto.org/english/res_e/statis_e/trade_datasets_e.htm | https://databank.worldbank.org/source/worlddevelopment-indicators | https://www.rug.nl/ggdc/productivity/pwt/pwt-releases/pwt100 | https://comtradeplus.un.org/",False,
211_README.pdf,False,,True,"Estimates from Longitudinal Studies | Surveys | Estimates  from  Longitudinal | Survey  2005-2009  -  datasets  used  in  this  work  are  the | Survey 2010-2011 - Datasets GSEC2, available on the World Bank | Survey  2011-2012,  Wave  III  -  Datasets  GSEC2,  available  on  the | Survey 2013-2014 - Datasets GSEC1, GSEC2, GSEC3, GSEC19, UNPS | Survey  2015-2016  -  Datasets  gsec1,  gsec2,  gsec3,  gsec19, | rulis/data-application/bulk-download/derivedmicro-variables/en , downloaded on December 2020 | Survey 2005-2009 used in this work is not | UGA_2005_UNPS_v01_M_STATA.zip | UGA_2009_UNPS_v01_M_STATA.zip | 8.zip | Uganda_2010 - Datasets hh_final.csv | Individual_final.csv",2005-2009 | 2010-2011 | 2011-2012 | 2013-2014 | 2015-2016 | March 2018 | December 2020 | October 2024 | 2005 | 2009 | 2018 | 2024 | 2010 | 2011 | 2012,"World Bank | World
Bank | United  Nations","https://microdata. | https://microdata.worldbank.org/index.php/catalog/2166, | https://microdatalib.worldbank.org/index.php/catalog/6743, | https://microdata.worldbank.org/index.php/catalog/2663 | https://microdata.worldbank.org/index.php/catalog/3460 | https://www.fao.org/inaction/rural-livelihoods-dataset-rulis/data-application/bulk-download/derivedmicro-variables/en | https://www.ubos.org/wpcontent/uploads/publications/04_2019National_Population_Projections_by_5_year_ | https://www.ubos.org/wpcontent/uploads/publications/04_201",False,
227_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the

data used in this manuscript.",False,inflation | at the individual level with information tax | 21012023_2003_2010.csv | clean_shareholder_list.dta | DJ_ISR.csv | DMR_113_v2.csv | ISR_PJ_v3.dta | Base_Edad_Genero.csv | Alquileres.csv | Ganacias_Capital.csv | inflation.dta | ISRPJ2021_withShareholderInfo.dta | WID_PPP.dta | This do-file creates RentalIncome.dta and CapitalGains.dta | RentalIncome.dta,2003 to 2020 | 2011-2020 | 2003-2010 | November 2024 | Apr 2019 | 2024 | 2003 | 2020 | 2011 | 2010 | 2013 | 2016 | 2018 | 2019 | 2000,"World Bank | Department of Economics | Department
of Economics",,False,
66_README.pdf,False,,True,"subfolder in the file | in the file | with  the  share  of  employment  in  each  category  for  each | for  each  country  is  primarily  accessible  through  the  statistical | and  provide  a  detailed  description  of  the  registration  process,  including  any  necessary | is  available  here | is available here | is  run  monthly  and  includes  multiple  modules | in 2018 and 2019 | did  not  present  any  of  these  two  issues,  we | is  available | we provide has appended all survey | modules if | was not available at the time | Release 20",2018 and 2019 | 2018-2019 | 2017-2018 | 2019 | 2017 | 2018 | 2023 | 2021,"Statistics on | Eurostat | Department of Social | Ministry of Statistics | Statistics  Office | World Development  Indicators | WDI | Department  of  Social | EUROSTAT | Ministry  of  Statistics | Statistics of | Ministry
of Internal | World Bank | World Development Indicators",,False,
